ENSID,Log2FC,AveExpr,t,P.Value,adj.P.Val,B,Gene
ENSG00000148120,-2.58443558,-2.58443558,-5.037020784,0.001607901,0.042706426,-0.764556136,C9orf3
ENSG00000148362,2.593928554,2.593928554,5.232614411,0.001299778,0.040146771,-0.54817348,PAXX
ENSG00000149313,1.997777958,1.997777958,4.579321611,0.002700867,0.049643171,-1.294655053,AASDHPPT
ENSG00000149418,-5.924190627,-5.924190627,-10.45906191,5.33E-05,0.019406976,2.355624437,ST14
ENSG00000149564,-4.731286227,-4.731286227,-5.861253383,0.000678623,0.033749705,0.107727663,ESAM
ENSG00000149571,-2.744249842,-2.744249842,-5.582238292,0.000899936,0.035752145,-0.176094298,KIRREL3
ENSG00000149596,-3.29303795,-3.29303795,-5.157322283,0.002276454,0.047407147,-0.926153541,JPH2
ENSG00000150551,2.146866903,2.146866903,4.862533528,0.001952577,0.045579675,-0.962685183,LYPD1
ENSG00000150636,-3.775427135,-3.775427135,-7.91993387,0.000109777,0.022929945,1.884674618,CCDC102B
ENSG00000150938,-2.261161062,-2.261161062,-5.299716211,0.001209729,0.039207852,-0.475312847,CRIM1
ENSG00000151067,-4.553989074,-4.553989074,-5.55643334,0.000924191,0.036236858,-0.202924107,CACNA1C
ENSG00000151239,2.520901515,2.520901515,5.250357902,0.00127526,0.039971852,-0.528839449,TWF1
ENSG00000151276,-2.514056144,-2.514056144,-5.451852977,0.001030261,0.037187928,-0.312681289,MAGI1
ENSG00000151702,-3.285704863,-3.285704863,-5.457018157,0.001024714,0.037187928,-0.307221697,FLI1
ENSG00000151725,3.30325948,3.30325948,5.364878322,0.001128902,0.038514083,-0.405222448,CENPU
ENSG00000151881,2.091750187,2.091750187,4.917649986,0.001835544,0.04479462,-0.899577281,TMEM267
ENSG00000152104,-3.33668903,-3.33668903,-6.920252546,0.000252199,0.02696718,1.086846375,PTPN14
ENSG00000152213,-3.825992021,-3.825992021,-6.201882732,0.000897308,0.035708585,-0.032408844,ARL11
ENSG00000152348,3.575446709,3.575446709,7.584638039,0.000143663,0.022946692,1.629526783,ATG10
ENSG00000152689,-3.369779195,-3.369779195,-4.5612553,0.002758429,0.049643171,-1.316270983,RASGRP3
ENSG00000152795,2.030092029,2.030092029,4.610057192,0.002605972,0.049327323,-1.258002007,HNRNPDL
ENSG00000152818,-2.179528163,-2.179528163,-4.852353596,0.001975088,0.045829898,-0.974394243,UTRN
ENSG00000152942,2.106022745,2.106022745,4.743239181,0.002235357,0.047407147,-1.100942518,RAD17
ENSG00000153044,3.344179385,3.344179385,7.349819845,0.00017446,0.02454771,1.443537444,CENPH
ENSG00000153130,3.278264276,3.278264276,7.293824429,0.000182865,0.02454771,1.398266589,SCOC
ENSG00000153823,-3.809781281,-3.809781281,-6.352474507,0.000792439,0.03552773,0.083825278,PID1
ENSG00000154027,-4.618473271,-4.618473271,-6.286771735,0.000836357,0.035701479,0.033478359,AK5
ENSG00000154133,-4.170238689,-4.170238689,-7.080446406,0.000219363,0.026364727,1.222419778,ROBO4
ENSG00000154319,-5.43889831,-5.43889831,-6.225813376,0.001756465,0.043996524,-0.699029942,FAM167A
ENSG00000154518,2.785595991,2.785595991,6.230990185,0.000473614,0.031193978,0.466666014,ATP5MC3
ENSG00000154736,-4.264183777,-4.264183777,-6.137386379,0.000517988,0.031539107,0.37759812,ADAMTS5
ENSG00000154783,-5.138401865,-5.138401865,-8.351369257,7.87E-05,0.021583026,2.195912963,FGD5
ENSG00000155329,2.58197953,2.58197953,5.944697122,0.000624839,0.033261048,0.190415517,ZCCHC10
ENSG00000155465,-2.958238302,-2.958238302,-5.861565699,0.000678412,0.033749705,0.108039009,SLC7A7
ENSG00000155629,-3.771145876,-3.771145876,-6.658499296,0.000619869,0.033232934,0.311071418,PIK3AP1
ENSG00000155657,-3.035752366,-3.035752366,-5.889382541,0.000659933,0.033749705,0.135713286,TTN
ENSG00000155714,-3.03351077,-3.03351077,-4.941898336,0.002804048,0.049730186,-1.131018192,PDZD9
ENSG00000155744,-2.28782459,-2.28782459,-5.079712531,0.001534265,0.04239733,-0.716814781,FAM126B
ENSG00000155886,-5.098267989,-5.098267989,-5.835899704,0.002327524,0.047612153,-0.920567906,SLC24A2
ENSG00000155926,-7.345788906,-7.345788906,-8.408598252,0.000456166,0.030923789,0.242639297,SLA
ENSG00000155959,2.865930551,2.865930551,5.887741635,0.000661007,0.033749705,0.134083871,VBP1
ENSG00000156136,2.935224929,2.935224929,6.346387353,0.000424681,0.030694428,0.574829293,DCK
ENSG00000156574,-3.068705434,-3.068705434,-5.453778782,0.001725311,0.043732871,-0.656156234,NODAL
ENSG00000157017,-3.663920922,-3.663920922,-6.512895295,0.000695915,0.033749705,0.204418873,GHRL
ENSG00000157103,-4.069308462,-4.069308462,-5.096937177,0.00241196,0.048136719,-0.98283058,SLC6A1
ENSG00000157423,-2.096230952,-2.096230952,-4.777905462,0.002148756,0.047330241,-1.060530127,HYDIN
ENSG00000157551,-5.608823311,-5.608823311,-6.420323602,0.001534449,0.04239733,-0.595559761,KCNJ15
ENSG00000157554,-5.057163627,-5.057163627,-7.757767691,0.000274951,0.028083088,1.037305215,ERG
ENSG00000157680,-3.607920752,-3.607920752,-5.738933896,0.000767107,0.035283891,-0.015296273,DGKI
ENSG00000158164,3.699188158,3.699188158,6.577814375,0.000660754,0.033749705,0.252295964,TMSB15A
ENSG00000158869,-4.121586269,-4.121586269,-5.321350645,0.001182198,0.03893908,-0.451969843,FCER1G
ENSG00000159335,2.046691583,2.046691583,4.781274057,0.002140542,0.047296244,-1.056613473,PTMS
ENSG00000159905,-3.421620684,-3.421620684,-6.441537422,0.000388589,0.030215461,0.662671631,ZNF221
ENSG00000160179,-3.780576566,-3.780576566,-5.812859468,0.000712185,0.033963504,0.059314226,ABCG1
ENSG00000160219,-3.305935376,-3.305935376,-7.642318029,0.000137072,0.022929945,1.674278325,GAB3
ENSG00000160256,2.022015348,2.022015348,4.704399349,0.002337015,0.047680823,-1.146450087,FAM207A
ENSG00000160791,-4.957509223,-4.957509223,-8.236158129,0.000198879,0.025205781,1.314268897,CCR5
ENSG00000160883,-4.109892116,-4.109892116,-6.267029308,0.000457682,0.030936654,0.500639396,HK3
ENSG00000161381,-3.855354842,-3.855354842,-5.998859142,0.000592494,0.032741596,0.243556604,PLXDC1
ENSG00000161677,2.46723538,2.46723538,5.285139938,0.001228682,0.039417095,-0.491080931,JOSD2
ENSG00000161929,-3.372546723,-3.372546723,-4.943059674,0.002800853,0.049730186,-1.129893757,SCIMP
ENSG00000161940,-5.489648109,-5.489648109,-5.008254826,0.001659734,0.043169613,-0.796886847,BCL6B
ENSG00000161960,-2.109006536,-2.109006536,-4.807876009,0.002076881,0.046614608,-1.025747513,EIF4A1
ENSG00000162191,2.266988996,2.266988996,5.021701772,0.001635276,0.043041345,-0.781757231,UBXN1
ENSG00000162493,-5.476120137,-5.476120137,-6.26842056,0.001704737,0.043562033,-0.675977665,PDPN
ENSG00000162511,-3.302424399,-3.302424399,-6.564972309,0.000346806,0.029935136,0.774848329,LAPTM5
ENSG00000162607,2.487593364,2.487593364,5.219823422,0.001317778,0.040443498,-0.562141359,USP1
ENSG00000162630,-2.284072595,-2.284072595,-4.686195706,0.002386417,0.048074116,-1.167862506,B3GALT2
ENSG00000162669,3.095241732,3.095241732,4.944620115,0.002796567,0.049730186,-1.128383246,HFM1
ENSG00000162704,2.402515705,2.402515705,5.438050907,0.00104525,0.03722627,-0.327289909,ARPC5
ENSG00000162775,-3.150350272,-3.150350272,-6.739006823,0.000296222,0.02855,0.929666829,RBM15
ENSG00000162777,-3.695581124,-3.695581124,-4.921838845,0.001826974,0.044753183,-0.894800893,DENND2D
ENSG00000162849,-3.145560298,-3.145560298,-5.84103607,0.000692424,0.033749705,0.087543273,KIF26B
ENSG00000162924,-3.186578095,-3.186578095,-6.079353197,0.000547838,0.032027897,0.321770071,REL
ENSG00000162931,-2.579036462,-2.579036462,-5.212610004,0.001328052,0.040443498,-0.570029686,TRIM17
ENSG00000162961,2.147707043,2.147707043,5.055882067,0.001574894,0.042606605,-0.743428487,DPY30
ENSG00000162975,3.177118849,3.177118849,5.400570257,0.001811876,0.044664855,-0.703620866,KCNF1
ENSG00000163046,-6.804955526,-6.804955526,-8.633418332,6.38E-05,0.020518997,2.389588386,ANKRD30BL
ENSG00000163154,-4.638237453,-4.638237453,-8.214328684,0.000201769,0.025297013,1.302097584,TNFAIP8L2
ENSG00000163322,2.062256409,2.062256409,4.680629237,0.002401753,0.048087626,-1.174420857,ABRAXAS1
ENSG00000163535,2.247497586,2.247497586,5.143366334,0.001431352,0.041183387,-0.646164386,SGO2
ENSG00000163584,2.028580383,2.028580383,4.581716133,0.002693339,0.049643171,-1.291794028,RPL22L1
ENSG00000163625,-2.340096128,-2.340096128,-5.126165661,0.001458381,0.041627239,-0.665193012,WDFY3
ENSG00000164032,2.377642178,2.377642178,5.599577475,0.000884039,0.035708585,-0.158122287,H2AFZ
ENSG00000164035,-3.337882574,-3.337882574,-5.553486317,0.00157552,0.042606605,-0.568360677,EMCN
ENSG00000164061,-2.42862985,-2.42862985,-5.299519299,0.001209983,0.039207852,-0.47552564,BSN
ENSG00000164104,2.243178252,2.243178252,5.263065462,0.001258018,0.039783784,-0.515022748,HMGB2
ENSG00000164283,-4.080595987,-4.080595987,-6.304497681,0.000824238,0.035701479,0.047116867,ESM1
ENSG00000164332,2.33969024,2.33969024,4.761741935,0.002188663,0.047407147,-1.079348783,UBLCP1
ENSG00000164406,-2.241718346,-2.241718346,-4.610066125,0.002605945,0.049327323,-1.257991376,LEAP2
ENSG00000164587,2.0979986,2.0979986,4.764659086,0.0021814,0.047407147,-1.075949335,RPS14
ENSG00000164603,2.483347716,2.483347716,5.547972124,0.000932302,0.036236858,-0.211743039,BMT2
ENSG00000164615,2.566084699,2.566084699,5.433162584,0.001050618,0.037234653,-0.33247082,CAMLG
ENSG00000164687,2.080747085,2.080747085,4.659225613,0.002461752,0.048320589,-1.199684962,FABP5
ENSG00000164691,-3.5005567,-3.5005567,-6.21826537,0.000885158,0.035708585,-0.019619158,TAGAP
ENSG00000164946,-3.022920817,-3.022920817,-5.588340359,0.000894305,0.035708585,-0.169764415,FREM1
ENSG00000165025,-6.015247832,-6.015247832,-9.84741398,7.45E-05,0.021394889,2.104378436,SYK
ENSG00000165029,-2.534090131,-2.534090131,-4.54008741,0.002827606,0.049841104,-1.341665112,ABCA1
ENSG00000165168,-4.262362933,-4.262362933,-8.586993764,6.60E-05,0.020518997,2.358222884,CYBB
ENSG00000165169,2.746123118,2.746123118,5.342489665,0.001155972,0.038672981,-0.429230885,DYNLT3
ENSG00000165264,3.272645642,3.272645642,7.613654705,0.000140303,0.022929945,1.652085014,NDUFB6
ENSG00000165272,-3.125899288,-3.125899288,-4.787213966,0.002126141,0.047121972,-1.049711603,AQP3
ENSG00000165323,-4.263931634,-4.263931634,-6.114702079,0.000965283,0.036365738,-0.101072478,FAT3
ENSG00000165389,2.501736248,2.501736248,5.829799893,0.000700229,0.033749705,0.076299929,SPTSSA
ENSG00000165416,2.099573562,2.099573562,4.742820408,0.002236427,0.047407147,-1.101431887,SUGT1
ENSG00000165487,2.787374645,2.787374645,6.301099635,0.000443173,0.030923789,0.532594903,MICU2
ENSG00000165496,3.333664215,3.333664215,5.163196997,0.00226374,0.047407147,-0.920670375,RPL10L
ENSG00000165672,2.021998772,2.021998772,4.667090767,0.002439513,0.048186124,-1.190392606,PRDX3
ENSG00000165704,2.071228194,2.071228194,4.86261385,0.001952401,0.045579675,-0.962592862,HPRT1
ENSG00000165757,-6.413574191,-6.413574191,-5.854054865,0.000683501,0.033749705,0.100547613,JCAD
ENSG00000165810,-5.515648502,-5.515648502,-6.313668,0.001651769,0.043133899,-0.651736817,BTNL9
ENSG00000165916,2.275382226,2.275382226,4.692102945,0.002370259,0.047978436,-1.160908132,PSMC3
ENSG00000166260,2.569340675,2.569340675,6.026904227,0.000576487,0.032677455,0.270910285,COX11
ENSG00000166275,2.785141137,2.785141137,5.923416723,0.000638086,0.033444038,0.169422347,BORCS7
ENSG00000166323,-3.646525584,-3.646525584,-7.014292945,0.000232299,0.026758941,1.166808882,C11orf65
ENSG00000166681,2.175417334,2.175417334,4.842618351,0.001996885,0.045969759,-0.985607336,BEX3
ENSG00000166803,2.1033106,2.1033106,4.829769388,0.002026065,0.046236033,-1.000430062,PCLAF
ENSG00000166923,-5.001834504,-5.001834504,-5.725513952,0.002527449,0.048710836,-0.98690262,GREM1
ENSG00000167207,-4.263226579,-4.263226579,-5.919472555,0.001140106,0.0386591,-0.258583667,NOD2
ENSG00000167244,-6.991104967,-6.991104967,-6.311070889,0.000439025,0.030837527,0.541917569,IGF2
ENSG00000167553,2.010729457,2.010729457,4.725683368,0.002280686,0.047407147,-1.121482079,TUBA1C
ENSG00000167613,-7.345788906,-7.345788906,-8.408598252,0.000456166,0.030923789,0.242639297,LAIR1
ENSG00000167674,2.21597576,2.21597576,4.642475411,0.002509865,0.048590321,-1.219507941,HDGFL2
ENSG00000167772,2.723276557,2.723276557,5.200753083,0.001345135,0.040530106,-0.583013556,ANGPTL4
ENSG00000167775,2.64758981,2.64758981,5.070352079,0.001550083,0.042468049,-0.727257802,CD320
ENSG00000167863,2.167393665,2.167393665,5.071078678,0.001548849,0.042468049,-0.726446676,ATP5PD
ENSG00000167984,-3.372412467,-3.372412467,-7.87526159,0.000113721,0.022929945,1.851368306,NLRC3
ENSG00000168016,-2.480339898,-2.480339898,-4.6213029,0.002572179,0.049005885,-1.244629371,TRANK1
ENSG00000168032,-3.434205112,-3.434205112,-6.045449458,0.001023514,0.037187928,-0.156346946,ENTPD3
ENSG00000168061,2.460313925,2.460313925,4.610121278,0.002605778,0.049327323,-1.257925742,SAC3D1
ENSG00000168078,3.14521257,3.14521257,6.176300318,0.000498996,0.031193978,0.414772459,PBK
ENSG00000168255,-2.314876659,-2.314876659,-4.651597099,0.002483536,0.04846532,-1.208707284,POLR2J3
ENSG00000168275,2.237561155,2.237561155,5.145726393,0.001427687,0.041183387,-0.643557133,COA6
ENSG00000168288,2.064479795,2.064479795,4.790789719,0.002117524,0.047048515,-1.045559495,MMADHC
ENSG00000168298,-6.685629383,-6.685629383,-11.42995067,3.24E-05,0.018613838,2.709320705,HIST1H1E
ENSG00000168309,-4.000556699,-4.000556699,-7.005609774,0.000474193,0.031193978,0.554990975,FAM107A
ENSG00000168386,-4.168485986,-4.168485986,-9.545193693,3.37E-05,0.018613838,2.967220428,FILIP1L
ENSG00000168685,-4.355399323,-4.355399323,-5.000112356,0.001674741,0.04334625,-0.806062132,IL7R
ENSG00000168769,-2.244867127,-2.244867127,-5.201142177,0.00134457,0.040530106,-0.582587133,TET2
ENSG00000168918,-2.612708262,-2.612708262,-4.559414262,0.00276437,0.04966496,-1.318476709,INPP5D
ENSG00000169031,-3.006131832,-3.006131832,-6.200296437,0.000487676,0.031193978,0.437592059,COL4A3
ENSG00000169071,-3.457350433,-3.457350433,-7.070355869,0.000221282,0.026364727,1.213971175,ROR2
ENSG00000169083,-2.28770823,-2.28770823,-4.741635089,0.002239457,0.047407147,-1.102817177,AR
ENSG00000169116,-3.928220687,-3.928220687,-7.503781097,0.000153514,0.023246427,1.566178165,PARM1
ENSG00000169184,-3.27695683,-3.27695683,-7.301632899,0.000181666,0.02454771,1.404601111,MN1
ENSG00000169288,2.261485801,2.261485801,4.984151675,0.0017046,0.043562033,-0.824077797,MRPL1
ENSG00000169291,-4.579675314,-4.579675314,-7.676221942,0.000291048,0.02855,0.987881256,SHE
ENSG00000169402,5.344675507,5.344675507,6.117958152,0.001895951,0.045347258,-0.75837914,RSPH10B2
ENSG00000169508,-4.378657987,-4.378657987,-6.534577001,0.000356604,0.030215461,0.747409861,GPR183
ENSG00000169567,2.002823188,2.002823188,4.703044338,0.002340653,0.04769074,-1.148042106,HINT1
ENSG00000169946,-2.828113474,-2.828113474,-6.1692336,0.000502386,0.031193978,0.408037148,ZFPM2
ENSG00000170144,2.368111213,2.368111213,5.353602683,0.001142446,0.038667405,-0.417304261,HNRNPA3
ENSG00000170160,-3.896235761,-3.896235761,-5.959015382,0.0006161,0.033232934,0.20450429,CCDC144A
ENSG00000170270,2.470170222,2.470170222,5.41526735,0.00107053,0.037484622,-0.351468133,GON7
ENSG00000170312,3.053990084,3.053990084,6.698421089,0.000307229,0.028711464,0.893907378,CDK1
ENSG00000170382,-2.885935261,-2.885935261,-5.506524594,0.000973205,0.036569133,-0.255097973,LRRN2
ENSG00000170458,-5.085897095,-5.085897095,-6.988814543,0.00023751,0.026758941,1.145250524,CD14
ENSG00000170540,2.29940006,2.29940006,5.210611297,0.001330915,0.040465359,-0.572216829,ARL6IP1
ENSG00000170571,3.171698178,3.171698178,5.623107663,0.000862966,0.035701479,-0.133804856,EMB
ENSG00000170855,2.300476596,2.300476596,4.602148631,0.002630031,0.049460512,-1.267418585,TRIAP1
ENSG00000170881,2.205548478,2.205548478,4.82283725,0.002042004,0.046277487,-1.008438053,RNF139
ENSG00000170967,-5.006634853,-5.006634853,-5.731008829,0.002517029,0.048590321,-0.983561327,DDI1
ENSG00000170989,-4.66000114,-4.66000114,-6.922052722,0.000505276,0.031193978,0.497571149,S1PR1
ENSG00000171115,-6.345788906,-6.345788906,-7.263915446,0.000885869,0.035708585,-0.195197249,GIMAP8
ENSG00000171202,2.661707749,2.661707749,4.811009145,0.002069523,0.046614608,-1.022119648,TMEM126A
ENSG00000171204,2.517808703,2.517808703,5.930126311,0.000633876,0.033367895,0.176048332,TMEM126B
ENSG00000171217,-4.150684816,-4.150684816,-7.332868152,0.000371958,0.030215461,0.772290786,CLDN20
ENSG00000171222,2.370676286,2.370676286,4.863756362,0.001949892,0.045579675,-0.961279783,SCAND1
ENSG00000171262,2.10574369,2.10574369,4.707134092,0.002329691,0.047614727,-1.143237906,FAM98B
ENSG00000171522,-3.84971624,-3.84971624,-5.337888708,0.001161625,0.038672981,-0.434174231,PTGER4
ENSG00000171530,2.262273883,2.262273883,5.322405707,0.001180874,0.03893908,-0.4508333,TBCA
ENSG00000171790,-3.502607285,-3.502607285,-5.075073802,0.001542082,0.042468049,-0.721988271,SLFNL1
ENSG00000171819,-2.836314132,-2.836314132,-4.626343932,0.002557188,0.048931418,-1.238641554,ANGPTL7
ENSG00000172061,-9.856750825,-9.856750825,-11.28285319,0.000116674,0.022929945,0.977425404,LRRC15
ENSG00000172115,2.444838868,2.444838868,5.562703697,0.00091823,0.036236858,-0.196395568,CYCS
ENSG00000172201,2.579284204,2.579284204,5.296601667,0.001213751,0.039207852,-0.478679296,ID4
ENSG00000172215,-3.770660212,-3.770660212,-6.686192423,0.000606514,0.033123907,0.331060457,CXCR6
ENSG00000172239,2.716360204,2.716360204,4.755012129,0.00220552,0.047407147,-1.087196463,PAIP1
ENSG00000172366,2.491186011,2.491186011,5.18162056,0.001373218,0.040733027,-0.604010699,MCRIP2
ENSG00000172403,-5.792181712,-5.792181712,-7.838901796,0.00011705,0.022929945,1.824105677,SYNPO2
ENSG00000172586,2.660555217,2.660555217,5.244001375,0.001283983,0.040030436,-0.53576017,CHCHD1
ENSG00000172738,-2.502980799,-2.502980799,-4.806953581,0.002079053,0.046614608,-1.026815894,TMEM217
ENSG00000173068,-2.457702261,-2.457702261,-4.76746015,0.002174451,0.047407147,-1.072686453,BNC2
ENSG00000173200,-4.891157636,-4.891157636,-5.598824044,0.002782455,0.049730186,-1.065100365,PARP15
ENSG00000173207,2.489918824,2.489918824,4.744356108,0.002232507,0.047407147,-1.099637439,CKS1B
ENSG00000173214,-2.722471447,-2.722471447,-5.638200491,0.000849746,0.035701479,-0.118250336,MFSD4B
ENSG00000173258,-3.365964702,-3.365964702,-5.82862797,0.001233671,0.039463932,-0.33368278,ZNF483
