ENSID,Log2FC,AveExpr,t,P.Value,adj.P.Val,B,Gene
ENSG00000173674,2.827138418,2.827138418,6.336328295,0.000428712,0.030694428,0.565472223,EIF1AX
ENSG00000173726,2.230558892,2.230558892,4.880343034,0.001913878,0.045496048,-0.942240378,TOMM20
ENSG00000173805,-3.428196153,-3.428196153,-6.042576353,0.000567754,0.032677455,0.286147896,HAP1
ENSG00000173889,-3.359349733,-3.359349733,-6.351212158,0.000422762,0.030694428,0.57931258,PHC3
ENSG00000173915,2.076386873,2.076386873,4.874146695,0.001927244,0.045579675,-0.949347847,ATP5MD
ENSG00000173976,-3.459232621,-3.459232621,-7.786175991,0.000122074,0.022929945,1.784324676,RAX2
ENSG00000174021,2.889718809,2.889718809,6.705704315,0.00030522,0.028700544,0.900339849,GNG5
ENSG00000174038,-6.876050744,-6.876050744,-7.870897055,0.000616509,0.033232934,0.050332802,C9orf131
ENSG00000174059,-5.121315416,-5.121315416,-11.27002324,1.15E-05,0.01487035,3.886647834,CD34
ENSG00000174132,3.138917947,3.138917947,5.916999606,0.000642142,0.033500577,0.163079186,FAM174A
ENSG00000174197,-2.184816321,-2.184816321,-4.689611236,0.00237706,0.048025648,-1.163840842,MGA
ENSG00000174501,-4.55604071,-4.55604071,-8.611713867,6.48E-05,0.020518997,2.374949152,ANKRD36C
ENSG00000174527,-4.26322658,-4.26322658,-7.118716551,0.000435568,0.030793223,0.631444482,MYO1H
ENSG00000174951,-3.019167613,-3.019167613,-5.088740235,0.002431053,0.048166664,-0.990568805,FUT1
ENSG00000175426,-3.149593654,-3.149593654,-4.616837657,0.002585538,0.049168328,-1.249936687,PCSK1
ENSG00000175489,-5.410954522,-5.410954522,-8.67977827,0.000149385,0.023246427,1.552492977,LRRC25
ENSG00000175602,2.885785948,2.885785948,5.209185995,0.00133296,0.040474781,-0.573776886,CCDC85B
ENSG00000175920,-3.444929757,-3.444929757,-6.278869455,0.00045258,0.030923789,0.511762398,DOK7
ENSG00000176641,-3.55930239,-3.55930239,-5.11785542,0.001471644,0.041801135,-0.674403013,RNF152
ENSG00000176681,-2.816755496,-2.816755496,-5.600212752,0.000883463,0.035708585,-0.157464675,LRRC37A
ENSG00000176723,-2.328460147,-2.328460147,-4.589584503,0.002668762,0.049511159,-1.282399267,ZNF843
ENSG00000176890,2.260955267,2.260955267,4.657966454,0.002465333,0.048320589,-1.201173536,TYMS
ENSG00000177182,4.207416653,4.207416653,7.348873224,0.000174598,0.02454771,1.442775106,CLVS1
ENSG00000177301,-3.030992705,-3.030992705,-5.329667911,0.001935054,0.045579675,-0.767539859,KCNA2
ENSG00000177464,-3.476107978,-3.476107978,-6.4314202,0.000392258,0.030215461,0.653388521,GPR4
ENSG00000177683,2.710570004,2.710570004,5.136665938,0.001441814,0.041306026,-0.653571339,THAP5
ENSG00000177917,2.45721993,2.45721993,4.957188324,0.001756396,0.043996524,-0.85460458,ARL6IP6
ENSG00000178127,-2.444281209,-2.444281209,-5.493186391,0.000986791,0.036931758,-0.269104935,NDUFV2
ENSG00000178385,-3.104573883,-3.104573883,-5.447307998,0.001035171,0.037187928,-0.317488673,PLEKHM3
ENSG00000178460,2.463930708,2.463930708,5.297710448,0.001212318,0.039207852,-0.477480664,MCMDC2
ENSG00000178597,-6.940726713,-6.940726713,-7.944930524,0.000590837,0.032727618,0.078137228,PSAPL1
ENSG00000178826,-3.248119687,-3.248119687,-5.748172321,0.001323948,0.040443498,-0.401171583,TMEM139
ENSG00000179271,3.183289054,3.183289054,6.923772591,0.00025142,0.02696718,1.089858856,GADD45GIP1
ENSG00000179902,-2.718435147,-2.718435147,-5.484919769,0.000995319,0.037018867,-0.277799494,C1orf194
ENSG00000179909,-3.098925956,-3.098925956,-6.96947126,0.000241554,0.026758941,1.128830923,ZNF154
ENSG00000180332,-3.024491235,-3.024491235,-5.311588696,0.001967976,0.045765638,-0.783961891,KCTD4
ENSG00000180525,-7.160081123,-7.160081123,-12.39593842,2.05E-05,0.016484296,3.014055592,PRR26
ENSG00000180596,-4.974611394,-4.974611394,-5.847555184,0.00068794,0.033749705,0.0940582,HIST1H2BC
ENSG00000180817,2.410087549,2.410087549,4.806184356,0.002080867,0.046614608,-1.027706937,PPA1
ENSG00000181019,2.370075591,2.370075591,5.537262633,0.000942683,0.036236858,-0.222920673,NQO1
ENSG00000181322,-4.016763859,-4.016763859,-7.123869368,0.000211314,0.026048647,1.258638723,NME9
ENSG00000181610,1.951596341,1.951596341,4.558190237,0.002768329,0.049697784,-1.319943503,MRPS23
ENSG00000181722,-6.168248271,-6.168248271,-14.4751376,2.20E-06,0.006423089,5.147391647,ZBTB20
ENSG00000182004,3.107576879,3.107576879,6.824972769,0.000274344,0.028083088,1.004726573,SNRPE
ENSG00000182168,-2.908930646,-2.908930646,-4.76071858,0.002191217,0.047407147,-1.080541656,UNC5C
ENSG00000182257,-2.143188095,-2.143188095,-4.79689935,0.002102891,0.046969606,-1.03846984,PRR34
ENSG00000182287,2.888773655,2.888773655,6.227338934,0.000475263,0.031193978,0.463214191,AP1S2
ENSG00000182463,-2.51308597,-2.51308597,-4.57350962,0.002719239,0.049643171,-1.301603204,TSHZ2
ENSG00000182552,2.910437181,2.910437181,4.622150405,0.002569652,0.049005885,-1.243622403,RWDD4
ENSG00000182578,-4.084638436,-4.084638436,-6.579133162,0.000342345,0.029935136,0.787590739,CSF1R
ENSG00000182752,-3.478252798,-3.478252798,-4.65781669,0.002465759,0.048320589,-1.201350603,PAPPA
ENSG00000183023,-3.008071678,-3.008071678,-6.02068486,0.000579994,0.032677455,0.264853794,SLC8A1
ENSG00000183044,-2.350489877,-2.350489877,-5.242747702,0.001285712,0.040030436,-0.537125857,ABAT
ENSG00000183049,-3.393925884,-3.393925884,-6.526441864,0.000359279,0.030215461,0.74004574,CAMK1D
ENSG00000183091,-2.936217056,-2.936217056,-5.205438322,0.001338355,0.040530106,-0.577880391,NEB
ENSG00000183206,-3.004490916,-3.004490916,-4.542764995,0.002818751,0.04979793,-1.33844893,POTEC
ENSG00000183230,-5.794875846,-5.794875846,-6.63329474,0.001328461,0.040443498,-0.487311525,CTNNA3
ENSG00000183291,2.703042289,2.703042289,6.164362594,0.000504738,0.031193978,0.403390578,SELENOF
ENSG00000183638,-2.523447647,-2.523447647,-4.626533288,0.002556627,0.048931418,-1.238416715,RP1L1
ENSG00000183801,-3.697968299,-3.697968299,-8.265987997,8.40E-05,0.021583026,2.135786315,OLFML1
ENSG00000183814,2.718997526,2.718997526,6.273175099,0.000455026,0.030923789,0.506415313,LIN9
ENSG00000184060,-5.996913943,-5.996913943,-6.725085519,0.000299946,0.02855,0.917424433,ADAP2
ENSG00000184113,-3.761529486,-3.761529486,-4.905261084,0.001861155,0.045116556,-0.91372022,CLDN5
ENSG00000184156,-4.068705434,-4.068705434,-7.231003381,0.000400772,0.030215461,0.705923602,KCNQ3
ENSG00000184203,1.99331716,1.99331716,4.595731785,0.002649734,0.049473012,-1.27506644,PPP1R2
ENSG00000184258,-5.698512558,-5.698512558,-6.522989341,0.001430746,0.041183387,-0.542734985,CDR1
ENSG00000184260,-4.441605913,-4.441605913,-5.127121555,0.002343109,0.04769074,-0.954427486,HIST2H2AC
ENSG00000184270,-5.02386081,-5.02386081,-5.750727085,0.002480051,0.048437843,-0.971605221,HIST2H2AB
ENSG00000184357,-6.539814813,-6.539814813,-7.486013566,0.000773546,0.035303158,-0.101583343,HIST1H1B
ENSG00000184454,-2.348091376,-2.348091376,-5.427249302,0.001057151,0.037352676,-0.338742887,NCMAP
ENSG00000184564,3.184053848,3.184053848,4.576376922,0.002710158,0.049643171,-1.298174703,SLITRK6
ENSG00000185055,2.851893698,2.851893698,6.288423397,0.00044851,0.030923789,0.520723837,EFCAB10
ENSG00000185130,-4.729881965,-4.729881965,-6.21076605,0.000482827,0.031193978,0.447523629,HIST1H2BL
ENSG00000185222,2.061660306,2.061660306,4.737875062,0.0022491,0.047407147,-1.107213045,TCEAL9
ENSG00000185278,-3.399519894,-3.399519894,-5.099575692,0.001501292,0.04198946,-0.694700045,ZBTB37
ENSG00000185345,-2.652455355,-2.652455355,-4.77770905,0.002149236,0.047330241,-1.06075855,PRKN
ENSG00000185477,-4.308567369,-4.308567369,-10.08828667,2.36E-05,0.016878747,3.279285641,GPRIN3
ENSG00000185479,-6.023860811,-6.023860811,-6.895409892,0.001118297,0.038464148,-0.360935864,KRT6B
ENSG00000185630,-3.700029639,-3.700029639,-8.646880921,6.32E-05,0.020518997,2.398646826,PBX1
ENSG00000185811,-4.122067408,-4.122067408,-6.88844726,0.000259359,0.027244332,1.059558349,IKZF1
ENSG00000185823,-4.311648864,-4.311648864,-7.646856653,0.00029711,0.02855,0.96991945,NPAP1
ENSG00000185829,-2.512974966,-2.512974966,-4.853309722,0.001972961,0.045826153,-0.973293792,ARL17A
ENSG00000185900,-4.641940946,-4.641940946,-8.538136415,6.85E-05,0.02073492,2.324997683,POMK
ENSG00000186118,-3.825992021,-3.825992021,-6.73237302,0.000584974,0.032677455,0.364186473,TEX38
ENSG00000186395,2.795369616,2.795369616,6.474495501,0.000376903,0.030215461,0.692818903,KRT10
ENSG00000186468,2.075854603,2.075854603,4.844568074,0.001992499,0.045959511,-0.983360422,RPS23
ENSG00000186517,-3.523023387,-3.523023387,-8.01739648,0.000101699,0.022929945,1.956623556,ARHGAP30
ENSG00000187109,2.377631671,2.377631671,5.235836605,0.001295286,0.040140576,-0.544658818,NAP1L1
ENSG00000187118,2.258116419,2.258116419,5.296489344,0.001213897,0.039207852,-0.478800731,CMC1
ENSG00000187513,-2.87641221,-2.87641221,-4.796112141,0.00210477,0.046969606,-1.039382987,GJA4
ENSG00000187514,2.321051261,2.321051261,5.333570172,0.001166958,0.038672981,-0.438817095,PTMA
ENSG00000187800,-3.024673824,-3.024673824,-6.17796187,0.000498203,0.031193978,0.416355092,PEAR1
ENSG00000187902,-2.543078876,-2.543078876,-5.978882748,0.000604199,0.033123907,0.22400508,SHISA7
ENSG00000188001,-3.970745329,-3.970745329,-6.094881241,0.000981551,0.036800279,-0.11682609,TPRG1
ENSG00000188010,2.38885836,2.38885836,4.546519172,0.002806386,0.049730186,-1.333941554,MORN2
ENSG00000188152,-2.878970186,-2.878970186,-4.625437325,0.002559877,0.048931418,-1.239718133,NUTM2G
ENSG00000188158,-3.115929201,-3.115929201,-4.564614384,0.002747624,0.049643171,-1.312247916,NHS
ENSG00000188167,-3.974055195,-3.974055195,-8.130855735,9.31E-05,0.022161302,2.039161634,TMPPE
ENSG00000188227,-2.68142471,-2.68142471,-5.60923597,0.00087532,0.035708585,-0.148130695,ZNF793
ENSG00000188243,2.707303859,2.707303859,6.201603006,0.000487068,0.031193978,0.438832301,COMMD6
ENSG00000188559,-2.245075169,-2.245075169,-4.571324327,0.002726182,0.049643171,-1.304217104,RALGAPA2
ENSG00000188672,3.562971606,3.562971606,5.454262368,0.001724546,0.043732871,-0.655726817,RHCE
ENSG00000189184,-3.946487972,-3.946487972,-5.628571735,0.000858154,0.035701479,-0.128169738,PCDH18
ENSG00000189299,5.278767364,5.278767364,6.042514234,0.002001351,0.045971269,-0.80075684,FOXR2
ENSG00000189403,2.072431808,2.072431808,4.851326196,0.001977376,0.045837376,-0.97557689,HMGB1
ENSG00000196072,2.401296573,2.401296573,5.64065223,0.00084762,0.035701479,-0.115726785,BLOC1S2
ENSG00000196154,2.893209544,2.893209544,5.072175203,0.001546988,0.042468049,-0.725222746,S100A4
ENSG00000196159,-3.434205112,-3.434205112,-4.960185534,0.002754217,0.049643171,-1.113337509,FAT4
ENSG00000196220,-2.336484858,-2.336484858,-5.182750857,0.001371541,0.040733027,-0.60276866,SRGAP3
ENSG00000196329,-6.66374714,-6.66374714,-7.62787677,0.000710658,0.033960123,-0.044112908,GIMAP5
ENSG00000196569,-2.517872871,-2.517872871,-5.462131942,0.001019254,0.037187928,-0.301820408,LAMA2
ENSG00000196628,-2.72551962,-2.72551962,-6.162518464,0.000505631,0.031193978,0.401630567,TCF4
ENSG00000196787,-4.445429044,-4.445429044,-5.938289048,0.000628795,0.033326144,0.184100715,HIST1H2AG
ENSG00000196834,-2.834607441,-2.834607441,-6.192983347,0.000491095,0.031193978,0.430645891,POTEI
ENSG00000196911,2.550814362,2.550814362,5.450946584,0.001031238,0.037187928,-0.313639763,KPNA5
ENSG00000196912,-4.45373658,-4.45373658,-5.137658125,0.00144026,0.041306026,-0.652474082,ANKRD36B
ENSG00000196967,-3.565722315,-3.565722315,-5.385566013,0.001837177,0.04479462,-0.717083165,ZNF585A
ENSG00000197045,2.754118176,2.754118176,5.423953309,0.001060813,0.03736881,-0.342241169,GMFB
ENSG00000197061,-7.72404765,-7.72404765,-8.841584532,0.000362316,0.030215461,0.382397638,HIST1H4C
ENSG00000197140,-2.276119757,-2.276119757,-4.567375215,0.002738779,0.049643171,-1.308942727,ADAM32
ENSG00000197153,-5.013131197,-5.013131197,-7.433495042,0.000345819,0.029935136,0.83675355,HIST1H3J
ENSG00000197170,2.153376764,2.153376764,4.827142321,0.002032089,0.046236033,-1.003463938,PSMD12
ENSG00000197223,2.88417827,2.88417827,4.963080194,0.002746422,0.049643171,-1.110543825,C1D
ENSG00000197409,-5.505749738,-5.505749738,-11.50721645,1.00E-05,0.013741062,3.997886796,HIST1H3D
ENSG00000197584,-3.19598609,-3.19598609,-5.415901826,0.001786434,0.044302782,-0.689900291,KCNMB2
ENSG00000197629,-5.763848951,-5.763848951,-6.597778786,0.001360417,0.040725201,-0.505008225,MPEG1
ENSG00000197714,-5.244476897,-5.244476897,-10.9412842,1.39E-05,0.015200351,3.726840719,ZNF460
ENSG00000197728,2.015536092,2.015536092,4.602048471,0.002630338,0.049460512,-1.267537908,RPS26
ENSG00000197780,3.212751747,3.212751747,5.097778571,0.00241001,0.048136719,-0.982036877,TAF13
ENSG00000197837,-3.189759353,-3.189759353,-4.775166965,0.00215546,0.047332437,-1.063715512,HIST4H4
ENSG00000197872,-4.665027973,-4.665027973,-8.182826299,0.000206025,0.025692471,1.284456405,FAM49A
ENSG00000197915,-3.169287791,-3.169287791,-5.035944973,0.001609806,0.0427084,-0.76576291,HRNR
ENSG00000197937,-3.328460146,-3.328460146,-6.381466122,0.000410953,0.030520479,0.607354125,ZNF347
ENSG00000197956,3.790208455,3.790208455,8.928136854,5.16E-05,0.019406976,2.584139874,S100A6
ENSG00000198056,2.677994962,2.677994962,4.969883362,0.001731794,0.043801987,-0.840217405,PRIM1
ENSG00000198435,-3.190114313,-3.190114313,-4.729261529,0.002271365,0.047407147,-1.117291753,NRARP
ENSG00000198569,-3.614153085,-3.614153085,-6.122764612,0.000958754,0.036236858,-0.094679569,SLC34A3
ENSG00000198818,2.103133838,2.103133838,4.939769067,0.001790788,0.044332465,-0.87438737,SFT2D1
ENSG00000198843,2.107133514,2.107133514,4.950981789,0.001768565,0.044062965,-0.861647716,SELENOT
ENSG00000198844,-6.340865692,-6.340865692,-10.77271116,4.52E-05,0.019406976,2.475603821,ARHGEF15
ENSG00000198865,-2.129448369,-2.129448369,-4.859860293,0.001958461,0.0456713,-0.96575836,CCDC152
ENSG00000198898,2.442059274,2.442059274,5.148467893,0.001423443,0.041183387,-0.640529581,CAPZA2
ENSG00000198937,2.490379861,2.490379861,5.016339469,0.001644981,0.043133899,-0.78778711,CCDC167
ENSG00000203737,-5.284681114,-5.284681114,-6.049283602,0.001991615,0.045959511,-0.796924974,GPR52
ENSG00000203857,-3.726686363,-3.726686363,-6.239239006,0.000869878,0.035701479,-0.003297284,HSD3B1
ENSG00000203950,2.698750724,2.698750724,5.523094922,0.000956616,0.036236858,-0.237734129,RTL8A
ENSG00000204131,-4.335684827,-4.335684827,-7.890540213,0.000112354,0.022929945,1.862782973,NHSL2
ENSG00000204172,-3.150336871,-3.150336871,-4.585835925,0.002680439,0.04963478,-1.286873784,AGAP9
ENSG00000204323,-3.348277688,-3.348277688,-7.723022024,0.000128417,0.022929945,1.736287468,SMIM5
ENSG00000204370,4.295510697,4.295510697,7.596731378,0.000307799,0.028711464,0.939056933,SDHD
ENSG00000204472,-4.038221152,-4.038221152,-6.652212869,0.000320326,0.029179726,0.852939745,AIF1
ENSG00000204482,-5.005939993,-5.005939993,-8.765551588,0.000141552,0.022929945,1.596615738,LST1
ENSG00000204524,-2.571577617,-2.571577617,-5.681832263,0.000812786,0.035635818,-0.073473359,ZNF805
ENSG00000204899,3.405523266,3.405523266,6.02510973,0.000577497,0.032677455,0.269163341,MZT1
ENSG00000205420,-6.608823312,-6.608823312,-7.565006408,0.000737746,0.034562877,-0.069364371,KRT6A
ENSG00000205707,2.852891941,2.852891941,6.606961669,0.000333765,0.029707659,0.812556335,ETFRF1
ENSG00000205929,-2.899875319,-2.899875319,-6.546529878,0.000352714,0.030122871,0.758214277,C21orf62
ENSG00000206181,-4.940726713,-4.940726713,-5.655564913,0.002664658,0.049511159,-1.029801053,ELOA2
ENSG00000206538,-4.051768481,-4.051768481,-6.6008381,0.000335632,0.029760243,0.807071304,VGLL3
ENSG00000211448,-3.546601957,-3.546601957,-5.013843225,0.00164952,0.043133899,-0.790595674,DIO2
ENSG00000213064,-2.481117561,-2.481117561,-5.461442821,0.001019988,0.037187928,-0.302548042,SFT2D2
ENSG00000213186,2.010307919,2.010307919,4.564321608,0.002748564,0.049643171,-1.312598492,TRIM59
ENSG00000214194,2.112757644,2.112757644,4.924021304,0.001822526,0.044691178,-0.89231343,SMIM30
ENSG00000214562,-4.791692997,-4.791692997,-10.86253448,1.46E-05,0.015200351,3.687553897,NUTM2D
ENSG00000215421,-2.095244683,-2.095244683,-4.827074782,0.002032244,0.046236033,-1.003541951,ZNF407
ENSG00000218891,2.621294335,2.621294335,4.869007052,0.001938411,0.045579675,-0.955247896,ZNF579
ENSG00000221818,-4.918895496,-4.918895496,-6.364717348,0.000417444,0.030694428,0.591845263,EBF2
ENSG00000221886,2.256720516,2.256720516,4.689037429,0.002378629,0.048025648,-1.164516348,ZBED8
ENSG00000223547,-2.699573971,-2.699573971,-4.673187498,0.002422428,0.048136719,-1.183196443,ZNF844
ENSG00000225614,-4.462818851,-4.462818851,-4.812278225,0.002066551,0.046607318,-1.020650625,ZNF469
ENSG00000225973,3.875217039,3.875217039,5.368009053,0.001867296,0.045123373,-0.732879478,PIGBOS1
ENSG00000227471,-3.904234161,-3.904234161,-5.873278695,0.001186625,0.03902975,-0.296625741,AKR1B15
ENSG00000228300,1.980758028,1.980758028,4.576330837,0.002710304,0.049643171,-1.298229797,C19orf24
ENSG00000228727,2.813322652,2.813322652,4.99312373,0.002666984,0.049511159,-1.081628373,SAPCD1
ENSG00000233436,-6.166904041,-6.166904041,-10.04838812,6.66E-05,0.020518997,2.18956458,BTBD18
ENSG00000233822,-4.622001424,-4.622001424,-7.644174783,0.000136866,0.022929945,1.675712882,HIST1H2BN
ENSG00000234465,-2.357614427,-2.357614427,-4.631023002,0.002543361,0.048868139,-1.233087359,PINLYP
ENSG00000240583,-2.645526374,-2.645526374,-4.883589309,0.001906916,0.04542499,-0.93851921,AQP1
ENSG00000243649,-4.080595987,-4.080595987,-7.253950217,0.000394062,0.030215461,0.72097267,CFB
ENSG00000244242,2.384485037,2.384485037,4.673094877,0.002422687,0.048136719,-1.183305721,IFITM10
ENSG00000250722,-3.237802969,-3.237802969,-6.731012126,0.000298354,0.02855,0.92263928,SELENOP
ENSG00000253276,2.398082843,2.398082843,4.74229444,0.002237771,0.047407147,-1.102046561,CCDC71L
ENSG00000255302,4.900520921,4.900520921,8.732520282,5.94E-05,0.020518997,2.455881745,EID1
ENSG00000255524,-3.401934986,-3.401934986,-6.049180651,0.001020276,0.037187928,-0.153352223,NPIPB8
ENSG00000256162,-4.884143184,-4.884143184,-5.590794722,0.002799617,0.049730186,-1.070132158,SMLR1
ENSG00000257315,-6.685239774,-6.685239774,-10.65001268,4.81E-05,0.019406976,2.429348928,ZBED6
ENSG00000258227,-3.82599202,-3.82599202,-5.859026558,0.001201414,0.039207852,-0.308423407,CLEC5A